,Complaint Number,Complaint Location Address,Complaint Location City,Complaint Location Zip Code,Vehicle or Stationary,Air Complaint Source Info,Date and Time of Occurrence
1093,COMP‐37467,nan,nan,nan,nan,nan,4/22/2018 11:35
1094,COMP‐37469,nan,nan,nan,nan,nan,4/22/2018 8:35
1095,COMP‐37471,nan,nan,nan,nan,nan,4/22/2018 2:40
1096,COMP‐37473,nan,nan,nan,Stationary Source,nan,4/20/2018 3:05
1097,COMP‐37475,nan,nan,nan,nan,nan,4/22/2018 17:00
1098,COMP‐37477,nan,Aliso Viejo,nan,Stationary Source,nan,4/20/2018 12:20
1099,COMP‐37479,nan,nan,nan,nan,nan,4/19/2018 3:16
1100,COMP‐37501,7342 Walnut Avenue,Buena Park,90620,Stationary Source,Other Stationary Sources,4/24/2018 2:50
1101,COMP‐37505,nan,nan,nan,nan,nan,4/25/2018 2:00
1102,COMP‐37507,nan,nan,nan,nan,nan,4/25/2018 1:26
1103,COMP‐37509,nan,Long Beach,nan,Stationary Source,Smoke,4/23/2018 15:18
1104,COMP‐37511,nan,nan,nan,nan,nan,4/24/2018 9:49
1105,COMP‐37515,nan,Rowland Heights,91748,Stationary Source,nan,4/24/2018 4:03
1106,COMP‐37521,10360 Harlan Road,French Camp,95231,Stationary Source,Odors,nan
1107,COMP‐37523,2025 28th Street,Sacramento,95818,Vehicle,Trucks,nan
1108,COMP‐37525,1590 Bond Street,Milpitas,95035,nan,nan,4/24/2018 13:00
1109,COMP‐37533,nan,Los Angeles,nan,Stationary Source,nan,4/25/2018 17:00
1110,COMP‐37535,1201 East Lexington Avenue,Pomona,91766,nan,nan,4/25/2018 17:00
1111,COMP‐37537,nan,Vacaville,95687,Vehicle,Cars,nan
1112,COMP‐37541,1201 East Lexington Avenue,Pomona,91766,Stationary Source,Dust,4/27/2018 9:00
1113,COMP‐37543,2639 Forestview Drive,Oroville,95966,Stationary Source,Gas Stations,nan
1114,COMP‐37547,2639 Forestview Drive,Oroville,95966,Stationary Source,Gas Stations,nan
1115,COMP‐37551,2639 Forestview Drive,Oroville,95966,Stationary Source,Gas Stations,nan
1116,COMP‐37555,1915 Yellowstone Avenue,Milpitas,95035,nan,nan,4/26/2018 10:30
1117,COMP‐37557,498 Wilson Way,City of Industry,91745,Vehicle,Trucks,nan
1118,COMP‐37571,1601 Dixon Landing Road,Milpitas,95035,Stationary Source,Odors,4/29/2018 17:00
1119,COMP‐37580,nan,Los Angeles,91335,Vehicle,Cars,4/30/2018 17:00
1120,COMP‐37584,nan,Moreno Valley,92553,Stationary Source,nan,4/20/2018 17:00
1121,COMP‐37595,nan,Fresno,93706,Stationary Source,Painting,5/1/2018 17:00
1122,COMP‐37599,nan,Miranda,nan,Stationary Source,Dust,5/1/2018 17:00
1123,COMP‐37607,nan,Los Angeles,90065,Stationary Source,nan,5/2/2018 5:50
1124,COMP‐37615,nan,Valley Springs,95252,Vehicle,Other Vehicles,5/2/2018 17:00
1125,COMP‐37618,nan,San Jose,95132,Stationary Source,Odors,nan
1126,COMP‐37620,nan,San Jose,95134,Stationary Source,Odors,5/4/2018 14:00
1127,COMP‐37623,nan,Milpitas,95035,nan,nan,5/4/2018 14:15
1128,COMP‐37625,nan,San Jose,95131,Stationary Source,Other Stationary Sources,5/3/2018 10:00
1129,COMP‐37629,925 Maclay Drive,San Jose,95123,Vehicle,Cars,5/5/2018 17:00
1130,COMP‐37635,nan,Placerville,95667,nan,nan,5/7/2018 4:00
1131,COMP‐37637,nan,CRESTLINE,92391,Vehicle,nan,5/4/2018 5:00
1132,COMP‐37641,42023 Big Bear Boulevard,Big Bear Lake,92315,Vehicle,Off Road Equipment,4/24/2018 17:00
1133,COMP‐37646,404 Westwood Plaza,Los Angeles,90095,Stationary Source,Other Stationary Sources,nan
1134,COMP‐37656,8625 California 124,Ione,95640,Stationary Source,Dust,5/7/2018 17:00
1135,COMP‐37666,448 Granite Way,Aptos,95003,Stationary Source,Odors,3/1/2016 7:00
1136,COMP‐37672,1041 Lehner Avenue,Escondido,92026,Vehicle,Other Vehicles,5/8/2018 5:00
1137,COMP‐37688,1651 Andee Drive,Palm Springs,92264,nan,nan,5/9/2018 17:00
1138,COMP‐37692,1129 Nidrah Street,El Cajon,92020,Vehicle,Trucks,5/11/2018 1:00
1139,COMP‐37695,9826 East Avenue S‐8,Littlerock,93543,Vehicle,Trucks,5/10/2018 17:00
1140,COMP‐37700,nan,nan,nan,Vehicle,Trucks,nan
1141,COMP‐37706,nan,Santa Monica,nan,nan,nan,5/9/2018 6:06
1142,COMP‐37708,nan,nan,nan,nan,nan,5/9/2018 8:52
1143,COMP‐37712,nan,Aptos,95003,nan,nan,nan
1144,COMP‐37720,nan,Santa Rosa,95407,Stationary Source,nan,5/13/2018 17:00
1145,COMP‐37724,nan,Los Angeles,91352,nan,nan,5/30/2017 9:00
1146,COMP‐37731,nan,Torrance,90501,Stationary Source,Painting,5/15/2018 8:00
1147,COMP‐37736,nan,Los Angeles,90037,Stationary Source,Painting,5/13/2018 17:00
1148,COMP‐37748,nan,Sacramento,95820,Vehicle,Cars,5/16/2018 16:59
1149,COMP‐37759,nan,Fremont,94538,Stationary Source,Odors,5/19/2018 17:00
1150,COMP‐37776,nan,nan,nan,nan,nan,5/20/2018 17:00
1151,COMP‐37784,nan,San Bernardino,92410,Vehicle,nan,5/8/2018 17:00
1152,COMP‐37791,nan,Milpitas,95035,Stationary Source,Odors,5/21/2018 17:00
1153,COMP‐37798,175 Nova Albion Way,San Rafael,94903,nan,nan,nan
1154,COMP‐37803,nan,Hayfork,96041,Stationary Source,nan,nan
1155,COMP‐37811,nan,Palm Springs,92262,Stationary Source,Dust,5/23/2018 5:05
1156,COMP‐37815,nan,Torrance,90501,Stationary Source,Other Stationary Sources,5/24/2018 1:00
1157,COMP‐37818,719 South Lakeview Avenue,Placentia,92870,Stationary Source,Dust,5/23/2018 17:00
1158,COMP‐37821,nan,nan,nan,Vehicle,Trucks,5/23/2018 17:00
1159,COMP‐37823,nan,Fullerton,nan,Vehicle,Other Vehicles,5/23/2018 17:00
1160,COMP‐37827,nan,Lemon Cove,nan,Vehicle,Trucks,5/25/2018 5:00
1161,COMP‐37835,1863 Trento Loop,Milpitas,95035,Stationary Source,Other Stationary Sources,5/27/2018 12:00
1162,COMP‐37837,8606 Commerce Avenue,San Diego,92121,Vehicle,Cars,5/26/2018 17:00
1163,COMP‐37839,1764 Louise Lane,Nipomo,93444,Vehicle,Off Road Equipment,5/25/2018 17:00
1164,COMP‐37843,1906 West 3rd Street,Los Angeles,90057,nan,nan,5/28/2018 17:00
1165,COMP‐37845,11121 Airline Highway,Paicines,95043,Vehicle,Other Vehicles,5/29/2018 1:30
1166,COMP‐37848,2354 Oxford Avenue,Encinitas,92007,Stationary Source,Odors,nan
1167,COMP‐37853,12111 Lakeside Avenue,Lakeside,92040,Stationary Source,Painting,5/29/2018 8:34
1168,COMP‐37857,800 Commerce Street,Houston,77002,Vehicle,Trucks,5/27/2018 7:50
1169,COMP‐37864,180 Mace Street,Chula Vista,91911,Stationary Source,Dust,5/28/2018 17:00
1170,COMP‐37872,Imperial County adjacent communities,nan,nan,Stationary Source,Other Stationary Sources,5/29/2018 17:00
1171,COMP‐37882,3585 Phillips Avenue,Santa Rosa,95407,Stationary Source,Odors,nan
1172,COMP‐37890,1601 Dixon Landing Road,Milpitas,95035,Stationary Source,Odors,nan
1173,COMP‐37896,3280 Bayshore Boulevard,Brisbane,94005,Stationary Source,Other Stationary Sources,5/22/2018 17:00
1174,COMP‐37900,nan,Arcadia,91007,nan,nan,nan
1175,COMP‐37911,1025 Phoenix Court,Milpitas,95035,Stationary Source,Odors,6/1/2018 11:00
1176,COMP‐37931,71 Palomar Avenue,San Luis Obispo,93405,Vehicle,Trucks,nan
1177,COMP‐37938,15098 Sunstone Place,Los Angeles,91403,nan,nan,6/4/2018 3:20
1178,COMP‐37963,nan,nan,nan,Vehicle,Trucks,6/5/2018 17:00
1179,COMP‐37973,610 West 5th Street,Corona,92882,nan,nan,nan
1180,COMP‐37990,nan,Fontana,92335,Vehicle,Trucks,8/16/2016 17:00
1181,COMP‐37996,2821 Caruso Lane,Lancaster,93536,nan,nan,6/7/2018 17:00
1182,COMP‐38007,425 South Palos Verdes Street,Los Angeles,90731,Stationary Source,Dust,6/11/2018 2:00
1183,COMP‐38022,1906 West 3rd Street,Los Angeles,90057,Stationary Source,Dust,6/10/2018 17:00
1184,COMP‐38027,1906 West 3rd Street,Los Angeles,90057,nan,nan,nan
1185,COMP‐38029,13101 Sepulveda Boulevard,Los Angeles,91345,Stationary Source,Other Stationary Sources,8/28/2017 17:00
1186,COMP‐38039,786 Claridad Loop,Milpitas,95035,Stationary Source,Other Stationary Sources,6/12/2018 11:00
1187,COMP‐38041,5375 Headwaters Road,Forest Ranch,95942,Stationary Source,Dust,6/12/2018 0:00
1188,COMP‐38043,3451 I Street,North Highlands,95660,Stationary Source,Painting,nan
1189,COMP‐38049,504 Schley Avenue,Ferndale,95536,Stationary Source,Odors,6/12/2018 2:00
1190,COMP‐38053,1200 Arizona Street,Redlands,92374,nan,nan,6/13/2018 11:00
1191,COMP‐38090,52 River Road,Gonzales,93926,Stationary Source,Odors,6/14/2018 11:04
1192,COMP‐38095,9032 Dicks Street,West Hollywood,90069,Vehicle,Trucks,6/15/2018 4:15
1193,COMP‐38099,13107 Halcourt Avenue,Norwalk,90650,Vehicle,Cars,6/15/2018 17:00
1194,COMP‐38103,249 San Mateo Road,Half Moon Bay,94019,nan,nan,6/11/2018 15:15
1195,COMP‐38149,1614 Jupiter Drive,Milpitas,95035,Stationary Source,Odors,6/18/2018 15:00
1196,COMP‐38151,2934 East Las Hermanas Street,Compton,90221,Stationary Source,Smoke,6/17/2018 17:00
1197,COMP‐38158,3035 West 5th Street,Oxnard,93030,Stationary Source,Painting,nan
1198,COMP‐38160,nan,nan,nan,nan,nan,6/18/2018 17:00
1199,COMP‐38162,nan,nan,nan,nan,nan,6/18/2018 17:00
1200,COMP‐38175,nan,Irvine,nan,Vehicle,Trucks,6/18/2018 17:00
1201,COMP‐38183,128 Main Street,Half Moon Bay,94019,Stationary Source,Dust,6/19/2018 17:00
1202,COMP‐38192,11201 Santa Maria Avenue,Lakeside,92040,nan,nan,6/20/2018 23:59
1203,COMP‐38202,2063 Frank Court,Milpitas,95035,nan,nan,6/20/2018 13:27
1204,COMP‐38204,5875 Clark Road,Paradise,95969,nan,nan,5/10/2018 5:00
1205,COMP‐38502,nan,nan,nan,nan,nan,nan
1206,COMP‐38705,23900 Alessandro Boulevard,Moreno Valley,92553,Vehicle,Cars,8/31/2016 17:00
1207,COMP‐38707,6228 Telegraph Avenue,Oakland,94609,nan,nan,6/24/2018 5:00
1208,COMP‐38708,904 A Street,Ramona,92065,Vehicle,Other Vehicles,nan
1209,COMP‐38709,1510 Shafter Road,Bakersfield,93313,Vehicle,Trucks,nan
1210,COMP‐38812,934 Easton Drive,Santa Rosa,95405,Stationary Source,Dust,6/5/2018 17:00
1211,COMP‐38813,1298 Valley House Drive,Penngrove,94951,nan,nan,nan
1212,COMP‐38816,201 B Street,Crescent City,95531,Stationary Source,Smoke,7/4/2018 14:00
1213,COMP‐38820,nan,Los Angeles,91342,Stationary Source,Odors,6/26/2018 17:00
1214,COMP‐38821,10136 Foothill Boulevard,Los Angeles,91342,Stationary Source,Odors,6/26/2018 17:00
1215,COMP‐38822,11809 Compton Avenue,Los Angeles,90059,Stationary Source,Painting,6/26/2018 17:00
1216,COMP‐38823,938 Taber Avenue,Yuba City,95991,Vehicle,Off Road Equipment,6/27/2018 10:00
1217,COMP‐39028,3900 Main Street,Riverside,92501,Vehicle,Trucks,6/27/2018 19:00
1218,COMP‐39029,12697 El Sobrante Road,Riverside,92503,Stationary Source,Odors,6/28/2018 13:00
1219,COMP‐39031,7000 Del Valle Road,Livermore,94550,nan,nan,6/28/2018 17:00
1220,COMP‐39032,nan,nan,nan,nan,nan,6/28/2018 17:00
1221,COMP‐39043,1555 Virginiatown Road,Lincoln,95648,Stationary Source,Dust,nan
1222,COMP‐39054,3617 India Street,San Diego,92103,Vehicle,Other Vehicles,nan
1223,COMP‐39059,2130 North Windsor Avenue,Altadena,91001,Vehicle,Cars,nan
1224,COMP‐39060,nan,Los Angeles,91364,Stationary Source,nan,3/25/2018 17:00
1225,COMP‐39161,5031 Fair Avenue,Los Angeles,91601,Stationary Source,Painting,7/4/2018 17:00
1226,COMP‐39164,2317 Dubois Street,Milpitas,95035,nan,nan,7/4/2018 17:00
1227,COMP‐39166,Topham Court,nan,nan,nan,nan,7/5/2018 14:00
1228,COMP‐39167,628 Manzano Street,Milpitas,95035,Stationary Source,Odors,7/5/2018 3:00
1229,COMP‐39170,1125 North Abbott Avenue,Milpitas,95035,nan,nan,7/6/2018 6:00
1230,COMP‐39171,nan,Milpitas,95035,Stationary Source,Odors,7/5/2018 16:00
1231,COMP‐39172,48935 Yampa Court,Fremont,94539,nan,nan,7/5/2018 17:00
1232,COMP‐39173,1764 Louise Lane,Nipomo,93444,nan,nan,7/6/2018 8:00
1233,COMP‐39175,937 Morse Street,San Jose,95126,Stationary Source,Smoke,7/8/2018 13:20
1234,COMP‐39179,800 North Alameda Street,Los Angeles,90012,Stationary Source,Odors,7/9/2018 17:00
1235,COMP‐39180,401 Kenilworth Drive,Petaluma,94952,Stationary Source,Odors,nan
1236,COMP‐39187,320 El Paso Avenue,Modesto,95351,Stationary Source,Odors,7/10/2018 17:00
1237,COMP‐39188,13352 Van Nuys Boulevard,Los Angeles,91331,nan,nan,7/5/2018 13:00
1238,COMP‐39191,5700 Skylab Road,Huntington Beach,92647,Stationary Source,Other Stationary Sources,nan
1239,COMP‐39195,1394 Elkwood Drive,Milpitas,95035,Stationary Source,Odors,7/11/2018 12:00
1240,COMP‐39196,70 Maple Lane,Carlotta,95528,Stationary Source,Smoke,7/11/2018 17:00
1241,COMP‐39202,1903 West 3rd Street,Los Angeles,90057,nan,nan,7/12/2018 17:00
1242,COMP‐39203,nan,Milpitas,95035,nan,nan,7/12/2018 14:38
1243,COMP‐39206,155 Filbert Street,Oakland,94607,Stationary Source,Dust,nan
1244,COMP‐39208,3617 India Street,San Diego,92103,Vehicle,Other Vehicles,7/15/2018 3:01
1245,COMP‐39210,nan,nan,nan,nan,nan,nan
1246,COMP‐39211,nan,nan,nan,nan,nan,nan
1247,COMP‐39212,nan,nan,nan,nan,nan,nan
1248,COMP‐39213,nan,nan,nan,nan,nan,nan
1249,COMP‐39214,nan,nan,nan,nan,nan,nan
1250,COMP‐39217,6301‐6313 Bridgehead Road,Antioch,94509,Stationary Source,Painting,nan
1251,COMP‐39218,nan,nan,nan,nan,nan,7/13/2018 12:30
1252,COMP‐39219,nan,nan,nan,nan,nan,7/14/2018 11:30
1253,COMP‐39220,nan,nan,nan,nan,nan,7/15/2018 12:00
1254,COMP‐39221,nan,nan,nan,nan,nan,nan
1255,COMP‐39222,nan,nan,nan,nan,nan,nan
1256,COMP‐39229,26071 Bates Place,Stevenson Ranch,91381,Stationary Source,Other Stationary Sources,7/16/2018 17:00
1257,COMP‐39230,5812 Lemp Avenue,Los Angeles,91601,Stationary Source,Dust,7/16/2018 1:00
1258,COMP‐39231,7464 French Road,Sacramento,95828,Stationary Source,Painting,nan
1259,COMP‐39459,nan,nan,nan,nan,nan,nan
1260,COMP‐39460,nan,nan,nan,nan,nan,nan
1261,COMP‐39461,nan,nan,nan,nan,nan,nan
1262,COMP‐39462,nan,nan,nan,nan,nan,nan
1263,COMP‐39463,nan,nan,nan,nan,nan,nan
1264,COMP‐39464,nan,nan,nan,nan,nan,nan
1265,COMP‐39466,nan,Milpitas,95035,nan,nan,7/19/2018 17:00
1266,COMP‐39468,146 Villa Avenue,San Rafael,94901,Stationary Source,Odors,5/3/2017 17:00
1267,COMP‐39471,8760 Kiefer Boulevard,Sacramento,95826,nan,nan,7/23/2018 13:00
1268,COMP‐39473,3607 Ellsworth Street,Berkeley,94705,nan,nan,7/22/2018 17:00
1269,COMP‐39474,nan,nan,nan,nan,nan,nan
1270,COMP‐39475,175 Montalvo Road,Redwood City,94062,Stationary Source,Asbestos,7/22/2018 17:00
1271,COMP‐39477,nan,Galt,nan,Stationary Source,Other Stationary Sources,7/22/2018 17:00
1272,COMP‐39478,1540 West Barbara Worth Drive,El Centro,92243,Stationary Source,Other Stationary Sources,7/22/2018 17:00
1273,COMP‐42000,2329 North Main Street,Walnut Creek,94596,nan,nan,nan
1274,COMP‐42001,nan,Sacramento,nan,Stationary Source,Smoke,nan
1275,COMP‐42081,nan,nan,nan,Stationary Source,Gas Stations,3/11/2019 12:00
1276,COMP‐42094,1680 East 33rd Street,Los Angeles,90011,Stationary Source,Dust,3/13/2019 14:30
1277,COMP‐42097,219 Tank Farm Road,San Luis Obispo,93401,Stationary Source,Dust,nan
1278,COMP‐42098,7761 Hanford Armona Road,Hanford,93230,Stationary Source,Dust,nan
1279,COMP‐42099,1376 Lassen Avenue,Milpitas,95035,nan,nan,3/16/2019 18:00
1280,COMP‐42100,235 North 2nd Street,Conneaut Lake,16316,Stationary Source,Asbestos,3/17/2019 0:00
1281,COMP‐42101,nan,Eureka,95501,nan,nan,2/27/2019 12:00
1282,COMP‐42103,nan,Escondido,92026,Stationary Source,Other Stationary Sources,3/18/2019 0:00
1283,COMP‐42105,Little River Dr,Hollister,95023,Stationary Source,Smoke,3/18/2019 8:15
1284,COMP‐42108,nan,Escondido,92026,Stationary Source,Other Stationary Sources,3/18/2019 0:00
1285,COMP‐42111,5780 Smithway Street,Commerce,90040,nan,nan,3/18/2019 0:00
1286,COMP‐42112,1376 Lassen Avenue,Milpitas,95035,Stationary Source,Odors,3/18/2019 15:25
1287,COMP‐42116,45301 Industrial Place,Fremont,94538,Vehicle,Other Vehicles,nan
1288,COMP‐42117,nan,Dunsmuir,96025,Vehicle,Other Vehicles,3/15/2019 0:00
1289,COMP‐42118,641 Seacoast Drive,Imperial Beach,91932,Stationary Source,Asbestos,nan
1290,COMP‐42120,1104 Industrial Avenue,South Lake Tahoe,96150,Stationary Source,Dust,nan
1291,COMP‐42122,1376 Lassen Avenue,Milpitas,95035,Stationary Source,Odors,3/19/2019 16:45
1292,COMP‐42125,nan,nan,nan,Stationary Source,Gas Stations,3/16/2019 12:00
1293,COMP‐42127,nan,nan,nan,Stationary Source,nan,3/19/2019 12:00
1294,COMP‐42132,nan,West Covina,91792,nan,nan,3/21/2019 0:00
1295,COMP‐42133,nan,Fresno,93726,Stationary Source,nan,3/18/2019 12:00
1296,COMP‐42135,nan,nan,nan,Vehicle,nan,3/18/2019 12:00
1297,COMP‐42136,nan,nan,nan,nan,nan,3/12/2019 12:00
1298,COMP‐42137,nan,Carson,nan,Stationary Source,nan,3/12/2019 12:00
1299,COMP‐42219,nan,Milpitas,95035,Stationary Source,Odors,3/21/2019 15:00
1300,COMP‐42220,nan,Vista,92081,Stationary Source,Odors,nan
1301,COMP‐42223,nan,Bakersfield,93308,Stationary Source,Gas Stations,3/14/2019 12:00
1302,COMP‐42224,nan,San Jacinto,92583,Stationary Source,nan,3/15/2019 12:00
1303,COMP‐42225,nan,Auburn,95603,Stationary Source,nan,3/15/2019 12:00
1304,COMP‐42226,nan,Ukiah,95482,Vehicle,nan,3/15/2019 12:00
1305,COMP‐42228,nan,Los Angeles,90012,Stationary Source,Other Stationary Sources,nan
1306,COMP‐42229,nan,Vernon,90058,Stationary Source,nan,3/15/2019 12:00
1307,COMP‐42234,nan,Calexico,92231,Stationary Source,Smoke,2/19/2019 13:30
1308,COMP‐42235,1201 Kloke Road,Calexico,92231,nan,nan,2/22/2019 7:30
1309,COMP‐42236,nan,Los Angeles,nan,Stationary Source,nan,3/16/2019 12:00
1310,COMP‐42237,12400 Mountain Mesa Road,Lake Isabella,93240,Stationary Source,nan,3/17/2019 12:00
1311,COMP‐42238,nan,Hollister,95023,nan,nan,3/18/2019 12:00
1312,COMP‐42239,4347 North Harbor Drive,San Diego,92101,Stationary Source,Asbestos,2/25/2019 12:00
1313,COMP‐42240,1229 28th Street,Oakland,94608,Stationary Source,nan,3/21/2019 12:00
1314,COMP‐42241,22693 Hesperian Boulevard,Hayward,94541,Stationary Source,nan,3/21/2019 12:00
1315,COMP‐42242,101 McLaughlin Drive,Santa Cruz,95064,Stationary Source,Asbestos,3/22/2019 12:00
1316,COMP‐42243,5803 East Los Angeles Avenue,Simi Valley,93063,Stationary Source,nan,3/25/2019 12:00
1317,COMP‐42244,one mile west of the highway 46 and freeway 99 intersection,nan,nan,Stationary Source,nan,3/25/2019 10:30
1318,COMP‐42246,4135 California Street,San Francisco,94118,Vehicle,Cars,3/26/2019 13:00
1319,COMP‐42249,1257 West Yosemite Avenue,Manteca,95337,Stationary Source,nan,3/27/2019 1:30
1320,COMP‐42250,nan,Twentynine Palms,92277,nan,nan,3/26/2019 8:00
1321,COMP‐42251,1290 San Pablo Avenue,Rodeo,94572,Stationary Source,Other Stationary Sources,3/24/2019 7:00
1322,COMP‐42261,nan,nan,nan,Stationary Source,nan,3/27/2019 12:00
1323,COMP‐42262,nan,nan,nan,Stationary Source,nan,3/27/2019 12:00
1324,COMP‐42263,16850 Jasmine Street,Victorville,92395,Stationary Source,nan,3/27/2019 12:00
1325,COMP‐42267,2495 East 68th Street,Long Beach,90805,Stationary Source,Odors,3/21/2019 0:00
1326,COMP‐42269,nan,nan,nan,Stationary Source,nan,3/28/2019 12:00
1327,COMP‐42270,nan,nan,nan,nan,nan,3/29/2019 0:00
1328,COMP‐42271,nan,nan,nan,nan,nan,3/29/2019 0:00
1329,COMP‐42273,14352 California 160,Walnut Grove,95690,Vehicle,Trucks,3/29/2019 10:00
1330,COMP‐42277,1021 North Pine Avenue,Rialto,92376,Stationary Source,Dust,nan
1331,COMP‐42278,50 West Bullard Avenue,Fresno,93704,Stationary Source,nan,3/29/2019 0:00
1332,COMP‐42279,4560 Doran Street,Los Angeles,90039,Stationary Source,Dust,nan
1333,COMP‐42280,nan,Byron,94514,nan,nan,3/31/2019 9:00
1334,COMP‐42290,2357 Del Amo Boulevard,Torrance,90501,nan,nan,nan
1335,COMP‐42293,nan,Beverly Hills,90210,Stationary Source,nan,3/29/2019 8:00
1336,COMP‐42294,nan,nan,nan,Stationary Source,Dust,3/30/2019 12:00
1337,COMP‐42295,nan,Vista,92081,Stationary Source,Gas Stations,3/31/2019 9:00
1338,COMP‐42296,nan,Richmond,nan,Stationary Source,nan,4/2/2019 0:00
1339,COMP‐42297,6728 Buchet Drive ,Palmdale,93552,Vehicle,Trucks,nan
1340,COMP‐42304,36 Mathews Place ,Alamo,94507,Stationary Source,Smoke,4/3/2019 0:00
1341,COMP‐42307,2095 East Central Avenue ,Fresno,93725,Stationary Source,Dust,nan
1342,COMP‐42308,24001 Stevens Creek Boulevard ,Cupertino,95014,Stationary Source,Dust,nan
1343,COMP‐42309,5829 North Golden State Boulevard ,Fresno,93722,Stationary Source,Dust,nan
1344,COMP‐42310,nan,San Francisco,nan,Stationary Source,Other Stationary Sources,4/4/2019 0:00
1345,COMP‐42316,1240 Cantania Avenue,Redlands,92374,Stationary Source,Smoke,4/4/2019 0:00
1346,COMP‐42320,1409 104th Avenue,Oakland,94603,Stationary Source,Odors,nan
1347,COMP‐42322,31481 Santa Margarita Parkway,Rancho Santa Margarita,92688,Stationary Source,nan,4/4/2019 22:00
1348,COMP‐42325,4881 Crane Street,Eureka,95503,Stationary Source,Smoke,1/1/2019 0:00
1349,COMP‐42326,4881 Crane Street,Eureka,95503,Stationary Source,Smoke,1/1/2019 0:00
1350,COMP‐42327,25610 Mad River Road,Mad River,95552,Stationary Source,Odors,nan
1351,COMP‐42330,421 South McDowell Boulevard,Petaluma,94954,Stationary Source,Gas Stations,4/7/2019 0:00
1352,COMP‐42331,nan,Rancho Cucamonga,nan,Stationary Source,nan,4/3/2019 12:00
1353,COMP‐42334,nan,Dunsmuir,96025,Vehicle,Other Vehicles,4/2/2019 0:00
1354,COMP‐42338,4100 East Washington Boulevard,Commerce,90023,nan,nan,4/8/2019 0:00
1355,COMP‐42339,6895 Hollister Avenue,Goleta,93117,nan,nan,4/4/2019 12:00
1356,COMP‐42340,29541 Stockdale Highway,Bakersfield,93314,Stationary Source,Gas Stations,4/5/2019 12:00
1357,COMP‐42341,7650 Marathon Drive,Livermore,94550,Stationary Source,nan,4/4/2019 12:00
1358,COMP‐42342,16850 Jasmine Street,Victorville,92395,Stationary Source,Odors,4/6/2019 12:00
1359,COMP‐42343,1240 Cantania Avenue,Redlands,92374,Stationary Source,nan,4/8/2019 12:00
1360,COMP‐42344,601 19th Street,San Francisco,94107,Stationary Source,nan,4/8/2019 12:00
1361,COMP‐42345,11880 Roswell Avenue,Chino,91710,Vehicle,Trucks,4/8/2019 12:00
1362,COMP‐42347,1391 Kloke Road,Calexico,92231,Stationary Source,Smoke,2/20/2019 13:30
